userID 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
1700 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1702 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
1704 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
1705 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
1706 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1707 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1
1708 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
1709 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
1710 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
1711 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
1712 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1713 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1
1714 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
1715 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 1 1
1718 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1
1719 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
1720 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1722 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
1723 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
1727 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1730 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
1731 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1732 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1735 1 1 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0
1737 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1738 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1739 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1741 1 1 1 0 0 1 1 1 1 1 1 1 0 0 1 1 1
1743 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1
1744 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 1 1
1745 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
1746 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1748 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
1749 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
1750 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1
1751 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1
1752 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
1753 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1
1757 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1759 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1
1760 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1
1761 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1763 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1764 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1765 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1766 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
1767 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1768 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
1770 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1
1772 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1
1774 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1
1775 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
1778 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
1779 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1780 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1782 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
1783 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
1787 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
1789 0 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1
1790 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1
1792 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1795 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1796 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1
1797 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
1798 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
1799 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 1
1800 1 1 1 0 0 1 1 1 1 1 1 1 0 0 1 1 1
1801 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
1802 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0
1803 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 0
1805 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0 0 0
1807 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0
1809 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1815 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0
1818 1 1 1 0 0 0 1 1 1 1 1 1 0 0 1 0 0
1819 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0
1820 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1821 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
1822 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1824 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1
1831 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0
1833 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1835 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
1836 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0
1837 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
1838 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1843 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
1847 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
1851 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1852 1 1 1 1 0 0 0 1 1 1 1 1 0 0 1 1 1
1854 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1855 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 0
1857 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
1858 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1
1859 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
1861 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1863 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1
1865 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0 0 0
1866 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
1872 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1877 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1880 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0 0 0
1883 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1
1885 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
1887 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1
1888 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0 0 0
1889 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
1890 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
1892 1 1 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0
1895 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
1897 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1898 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1
1902 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
1906 1 1 1 1 0 0 0 1 1 1 1 1 0 0 1 1 1
1907 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1
1908 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
1909 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1910 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0
1911 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
1912 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1913 1 1 1 1 0 0 0 1 1 1 1 1 0 0 0 1 1
1916 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
1917 1 1 1 1 0 0 0 1 1 1 1 1 0 0 1 1 1
1919 1 1 1 1 0 0 0 1 1 1 1 1 0 0 1 1 1
1920 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0
1922 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1
